Age,Gender,O,C,E,A,N,Hassle,Category,Severity
20,Female,43,37,33,29,26,Not getting enough rest,Time Pressures,3
20,Female,43,37,33,29,26,Too many interruptions,Time Pressures,2
20,Female,43,37,33,29,26,Not enough time for entertainment and recreation,Time Pressures,2
20,Female,43,37,33,29,26,Too many meetings,Time Pressures,1
20,Female,43,37,33,29,26,Social obligations,Time Pressures,2
20,Female,43,37,33,29,26,Concerns about meeting high standards,Time Pressures,3
20,Female,43,37,33,29,26,Noise,Time Pressures,1
20,Female,43,37,33,29,26,Pollution,Environmental Hassles,3
20,Female,43,37,33,29,26,Crime,Environmental Hassles,3
20,Female,43,37,33,29,26,Traffic,Environmental Hassles,3
20,Female,43,37,33,29,26,Concerns about news events,Environmental Hassles,1
20,Female,43,37,33,29,26,Rising prices of common goods,Environmental Hassles,2
20,Female,43,37,33,29,26,Concerns about accidents,Environmental Hassles,1
20,Female,43,37,33,29,26,Yardwork or outside home maintenance,Family Hassles,2
20,Female,43,37,33,29,26,Overloaded with family responsibilities,Family Hassles,2
20,Female,43,37,33,29,26,Home maintenance (inside),Family Hassles,1
20,Female,43,37,33,29,26,Concerns about medical treatment,Health Hassles,2
20,Female,43,37,33,29,26,Physical illness,Health Hassles,2
20,Female,43,37,33,29,26,Side effects of medication,Health Hassles,2
20,Female,43,37,33,29,26,Concerns about health in general,Health Hassles,3
20,Female,43,37,33,29,26,Concerns about bodily functions,Health Hassles,3
20,Female,43,37,33,29,26,Dissatisfaction with academic performance,Academic Hassles,3
20,Female,43,37,33,29,26,Challenges with instructors,Academic Hassles,2
20,Female,43,37,33,29,26,Discontent with current academic responsibilities,Academic Hassles,3
20,Female,43,37,33,29,26,Concerns regarding academic transitions,Academic Hassles,2
20,Female,43,37,33,29,26,Difficulties with peers or classmates,Academic Hassles,2
20,Female,43,37,33,29,26,Challenges in managing group projects,Academic Hassles,3
20,Female,43,37,33,29,26,Getting late to class,Academic Hassles,1
20,Others,36,20,22,31,29,Misplacing or losing things,General Hassles,3
20,Others,36,20,22,31,29,Silly practical mistakes,General Hassles,3
20,Others,36,20,22,31,29,Trouble with pets,General Hassles,1
20,Others,36,20,22,31,29,Difficulties with friends,General Hassles,2
20,Others,36,20,22,31,29,Regrets over past decision/s,Inner Concerns,5
20,Others,36,20,22,31,29,Concerned about the meaning of life,Inner Concerns,5
20,Others,36,20,22,31,29,Being lonely,Inner Concerns,5
20,Others,36,20,22,31,29,Inability to express oneself,Inner Concerns,5
20,Others,36,20,22,31,29,Fear of rejection,Inner Concerns,5
20,Others,36,20,22,31,29,Trouble making decisions,Inner Concerns,2
20,Others,36,20,22,31,29,Physical appearance,Inner Concerns,5
20,Others,36,20,22,31,29,Not seeing people,Inner Concerns,4
20,Others,36,20,22,31,29,Troubling thoughts about one’s future,Inner Concerns,5
20,Others,36,20,22,31,29,Not enough personal energy,Inner Concerns,5
20,Others,36,20,22,31,29,Concerns about getting ahead,Inner Concerns,5
20,Others,36,20,22,31,29,Fear of confrontation,Inner Concerns,1
20,Others,36,20,22,31,29,Wasting time,Inner Concerns,1
20,Others,36,20,22,31,29,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",Financial Concerns,4
20,Others,36,20,22,31,29,Not enough money for wants (entertainment and recreation),Financial Concerns,4
20,Others,36,20,22,31,29,Concerns about owing money,Financial Concerns,4
20,Others,36,20,22,31,29,Concerns about money for emergencies,Financial Concerns,4
20,Others,36,20,22,31,29,Financial security,Financial Concerns,4
20,Others,36,20,22,31,29,Not enough time to do things one needs to,Time Pressures,2
20,Others,36,20,22,31,29,Too many responsibilities,Time Pressures,3
20,Others,36,20,22,31,29,Not getting enough rest,Time Pressures,3
20,Others,36,20,22,31,29,Too many interruptions,Time Pressures,3
20,Others,36,20,22,31,29,Not enough time for entertainment and recreation,Time Pressures,3
20,Others,36,20,22,31,29,Too many meetings,Time Pressures,2
20,Others,36,20,22,31,29,Social obligations,Time Pressures,3
20,Others,36,20,22,31,29,Concerns about meeting high standards,Time Pressures,3
20,Others,36,20,22,31,29,Noise,Time Pressures,4
20,Others,36,20,22,31,29,Pollution,Environmental Hassles,3
20,Others,36,20,22,31,29,Crime,Environmental Hassles,3
20,Others,36,20,22,31,29,Traffic,Environmental Hassles,4
20,Others,36,20,22,31,29,Concerns about news events,Environmental Hassles,4
20,Others,36,20,22,31,29,Rising prices of common goods,Environmental Hassles,4
20,Others,36,20,22,31,29,Concerns about accidents,Environmental Hassles,4
20,Others,36,20,22,31,29,Yardwork or outside home maintenance,Family Hassles,1
20,Others,36,20,22,31,29,Overloaded with family responsibilities,Family Hassles,2
20,Others,36,20,22,31,29,Home maintenance (inside),Family Hassles,2
20,Others,36,20,22,31,29,Concerns about medical treatment,Health Hassles,3
20,Others,36,20,22,31,29,Physical illness,Health Hassles,2
20,Others,36,20,22,31,29,Side effects of medication,Health Hassles,1
20,Others,36,20,22,31,29,Concerns about health in general,Health Hassles,3
20,Others,36,20,22,31,29,Concerns about bodily functions,Health Hassles,3
20,Others,36,20,22,31,29,Dissatisfaction with academic performance,Academic Hassles,4
20,Others,36,20,22,31,29,Challenges with instructors,Academic Hassles,4
20,Others,36,20,22,31,29,Discontent with current academic responsibilities,Academic Hassles,5
20,Others,36,20,22,31,29,Concerns regarding academic transitions,Academic Hassles,5
20,Others,36,20,22,31,29,Difficulties with peers or classmates,Academic Hassles,5
20,Others,36,20,22,31,29,Challenges in managing group projects,Academic Hassles,4
20,Others,36,20,22,31,29,Getting late to class,Academic Hassles,5
21,Male,35,30,21,31,26,Misplacing or losing things,General Hassles,4
21,Male,35,30,21,31,26,Silly practical mistakes,General Hassles,2
21,Male,35,30,21,31,26,Trouble with pets,General Hassles,2
21,Male,35,30,21,31,26,Difficulties with friends,General Hassles,3
21,Male,35,30,21,31,26,Regrets over past decision/s,Inner Concerns,4
21,Male,35,30,21,31,26,Concerned about the meaning of life,Inner Concerns,3
21,Male,35,30,21,31,26,Being lonely,Inner Concerns,4
21,Male,35,30,21,31,26,Inability to express oneself,Inner Concerns,4
21,Male,35,30,21,31,26,Fear of rejection,Inner Concerns,4
21,Male,35,30,21,31,26,Trouble making decisions,Inner Concerns,5
21,Male,35,30,21,31,26,Physical appearance,Inner Concerns,3
21,Male,35,30,21,31,26,Not seeing people,Inner Concerns,3
21,Male,35,30,21,31,26,Troubling thoughts about one’s future,Inner Concerns,5
21,Male,35,30,21,31,26,Not enough personal energy,Inner Concerns,3
21,Male,35,30,21,31,26,Concerns about getting ahead,Inner Concerns,4
21,Male,35,30,21,31,26,Fear of confrontation,Inner Concerns,3
21,Male,35,30,21,31,26,Wasting time,Inner Concerns,3
21,Male,35,30,21,31,26,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",Financial Concerns,3
21,Male,35,30,21,31,26,Not enough money for wants (entertainment and recreation),Financial Concerns,3
21,Male,35,30,21,31,26,Concerns about owing money,Financial Concerns,3
21,Male,35,30,21,31,26,Concerns about money for emergencies,Financial Concerns,3
21,Male,35,30,21,31,26,Financial security,Financial Concerns,3
21,Male,35,30,21,31,26,Not enough time to do things one needs to,Time Pressures,5
21,Male,35,30,21,31,26,Too many responsibilities,Time Pressures,5
21,Male,35,30,21,31,26,Not getting enough rest,Time Pressures,4
21,Male,35,30,21,31,26,Too many interruptions,Time Pressures,3
21,Male,35,30,21,31,26,Not enough time for entertainment and recreation,Time Pressures,3
21,Male,35,30,21,31,26,Too many meetings,Time Pressures,3
21,Male,35,30,21,31,26,Social obligations,Time Pressures,3
21,Male,35,30,21,31,26,Concerns about meeting high standards,Time Pressures,4
21,Male,35,30,21,31,26,Noise,Time Pressures,3
21,Male,35,30,21,31,26,Pollution,Environmental Hassles,3
21,Male,35,30,21,31,26,Crime,Environmental Hassles,4
21,Male,35,30,21,31,26,Traffic,Environmental Hassles,3
21,Male,35,30,21,31,26,Concerns about news events,Environmental Hassles,2
21,Male,35,30,21,31,26,Rising prices of common goods,Environmental Hassles,2
21,Male,35,30,21,31,26,Concerns about accidents,Environmental Hassles,3
21,Male,35,30,21,31,26,Yardwork or outside home maintenance,Family Hassles,3
21,Male,35,30,21,31,26,Overloaded with family responsibilities,Family Hassles,3
21,Male,35,30,21,31,26,Home maintenance (inside),Family Hassles,3
21,Male,35,30,21,31,26,Concerns about medical treatment,Health Hassles,3
21,Male,35,30,21,31,26,Physical illness,Health Hassles,4
21,Male,35,30,21,31,26,Side effects of medication,Health Hassles,3
21,Male,35,30,21,31,26,Concerns about health in general,Health Hassles,3
21,Male,35,30,21,31,26,Concerns about bodily functions,Health Hassles,3
21,Male,35,30,21,31,26,Dissatisfaction with academic performance,Academic Hassles,4
21,Male,35,30,21,31,26,Challenges with instructors,Academic Hassles,3
21,Male,35,30,21,31,26,Discontent with current academic responsibilities,Academic Hassles,4
21,Male,35,30,21,31,26,Concerns regarding academic transitions,Academic Hassles,4
21,Male,35,30,21,31,26,Difficulties with peers or classmates,Academic Hassles,4
21,Male,35,30,21,31,26,Challenges in managing group projects,Academic Hassles,5
21,Male,35,30,21,31,26,Getting late to class,Academic Hassles,2
21,Male,38,25,24,36,19,Misplacing or losing things,General Hassles,1
21,Male,38,25,24,36,19,Silly practical mistakes,General Hassles,1
21,Male,38,25,24,36,19,Trouble with pets,General Hassles,1
21,Male,38,25,24,36,19,Difficulties with friends,General Hassles,2
21,Male,38,25,24,36,19,Regrets over past decision/s,Inner Concerns,1
21,Male,38,25,24,36,19,Concerned about the meaning of life,Inner Concerns,1
21,Male,38,25,24,36,19,Being lonely,Inner Concerns,1
21,Male,38,25,24,36,19,Inability to express oneself,Inner Concerns,1
21,Male,38,25,24,36,19,Fear of rejection,Inner Concerns,1
21,Male,38,25,24,36,19,Trouble making decisions,Inner Concerns,1
21,Male,38,25,24,36,19,Physical appearance,Inner Concerns,2
21,Male,38,25,24,36,19,Not seeing people,Inner Concerns,1
21,Male,38,25,24,36,19,Troubling thoughts about one’s future,Inner Concerns,2
21,Male,38,25,24,36,19,Not enough personal energy,Inner Concerns,2
21,Male,38,25,24,36,19,Concerns about getting ahead,Inner Concerns,2
21,Male,38,25,24,36,19,Fear of confrontation,Inner Concerns,1
21,Male,38,25,24,36,19,Wasting time,Inner Concerns,1
21,Male,38,25,24,36,19,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",Financial Concerns,1
21,Male,38,25,24,36,19,Not enough money for wants (entertainment and recreation),Financial Concerns,1
21,Male,38,25,24,36,19,Concerns about owing money,Financial Concerns,2
21,Male,38,25,24,36,19,Concerns about money for emergencies,Financial Concerns,1
21,Male,38,25,24,36,19,Financial security,Financial Concerns,2
21,Male,38,25,24,36,19,Not enough time to do things one needs to,Time Pressures,3
21,Male,38,25,24,36,19,Too many responsibilities,Time Pressures,4
21,Male,38,25,24,36,19,Not getting enough rest,Time Pressures,3
21,Male,38,25,24,36,19,Too many interruptions,Time Pressures,2
21,Male,38,25,24,36,19,Not enough time for entertainment and recreation,Time Pressures,4
21,Male,38,25,24,36,19,Too many meetings,Time Pressures,2
21,Male,38,25,24,36,19,Social obligations,Time Pressures,1
21,Male,38,25,24,36,19,Concerns about meeting high standards,Time Pressures,1
21,Male,38,25,24,36,19,Noise,Time Pressures,3
21,Male,38,25,24,36,19,Pollution,Environmental Hassles,4
21,Male,38,25,24,36,19,Crime,Environmental Hassles,2
21,Male,38,25,24,36,19,Traffic,Environmental Hassles,1
21,Male,38,25,24,36,19,Concerns about news events,Environmental Hassles,1
21,Male,38,25,24,36,19,Rising prices of common goods,Environmental Hassles,1
21,Male,38,25,24,36,19,Concerns about accidents,Environmental Hassles,2
21,Male,38,25,24,36,19,Yardwork or outside home maintenance,Family Hassles,1
21,Male,38,25,24,36,19,Overloaded with family responsibilities,Family Hassles,1
21,Male,38,25,24,36,19,Home maintenance (inside),Family Hassles,1
21,Male,38,25,24,36,19,Concerns about medical treatment,Health Hassles,1
21,Male,38,25,24,36,19,Physical illness,Health Hassles,2
21,Male,38,25,24,36,19,Side effects of medication,Health Hassles,1
21,Male,38,25,24,36,19,Concerns about health in general,Health Hassles,2
21,Male,38,25,24,36,19,Concerns about bodily functions,Health Hassles,1
21,Male,38,25,24,36,19,Dissatisfaction with academic performance,Academic Hassles,2
21,Male,38,25,24,36,19,Challenges with instructors,Academic Hassles,2
21,Male,38,25,24,36,19,Discontent with current academic responsibilities,Academic Hassles,3
21,Male,38,25,24,36,19,Concerns regarding academic transitions,Academic Hassles,1
21,Male,38,25,24,36,19,Difficulties with peers or classmates,Academic Hassles,2
21,Male,38,25,24,36,19,Challenges in managing group projects,Academic Hassles,2
21,Male,38,25,24,36,19,Getting late to class,Academic Hassles,1
19,Female,43,24,30,35,25,Misplacing or losing things,General Hassles,4
19,Female,43,24,30,35,25,Silly practical mistakes,General Hassles,2
19,Female,43,24,30,35,25,Trouble with pets,General Hassles,5
19,Female,43,24,30,35,25,Difficulties with friends,General Hassles,1
19,Female,43,24,30,35,25,Regrets over past decision/s,Inner Concerns,5
19,Female,43,24,30,35,25,Concerned about the meaning of life,Inner Concerns,5
19,Female,43,24,30,35,25,Being lonely,Inner Concerns,3
19,Female,43,24,30,35,25,Inability to express oneself,Inner Concerns,2
19,Female,43,24,30,35,25,Fear of rejection,Inner Concerns,5
19,Female,43,24,30,35,25,Trouble making decisions,Inner Concerns,4
19,Female,43,24,30,35,25,Physical appearance,Inner Concerns,5
19,Female,43,24,30,35,25,Not seeing people,Inner Concerns,1
19,Female,43,24,30,35,25,Troubling thoughts about one’s future,Inner Concerns,5
19,Female,43,24,30,35,25,Not enough personal energy,Inner Concerns,3
19,Female,43,24,30,35,25,Concerns about getting ahead,Inner Concerns,2
19,Female,43,24,30,35,25,Fear of confrontation,Inner Concerns,3
19,Female,43,24,30,35,25,Wasting time,Inner Concerns,4
19,Female,43,24,30,35,25,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",Financial Concerns,1
19,Female,43,24,30,35,25,Not enough money for wants (entertainment and recreation),Financial Concerns,1
19,Female,43,24,30,35,25,Concerns about owing money,Financial Concerns,1
19,Female,43,24,30,35,25,Concerns about money for emergencies,Financial Concerns,2
19,Female,43,24,30,35,25,Financial security,Financial Concerns,3
19,Female,43,24,30,35,25,Not enough time to do things one needs to,Time Pressures,4
19,Female,43,24,30,35,25,Too many responsibilities,Time Pressures,3
19,Female,43,24,30,35,25,Not getting enough rest,Time Pressures,5
19,Female,43,24,30,35,25,Too many interruptions,Time Pressures,2
19,Female,43,24,30,35,25,Not enough time for entertainment and recreation,Time Pressures,3
19,Female,43,24,30,35,25,Too many meetings,Time Pressures,1
19,Female,43,24,30,35,25,Social obligations,Time Pressures,1
19,Female,43,24,30,35,25,Concerns about meeting high standards,Time Pressures,5
19,Female,43,24,30,35,25,Noise,Time Pressures,3
19,Female,43,24,30,35,25,Pollution,Environmental Hassles,4
19,Female,43,24,30,35,25,Crime,Environmental Hassles,3
19,Female,43,24,30,35,25,Traffic,Environmental Hassles,5
19,Female,43,24,30,35,25,Concerns about news events,Environmental Hassles,2
19,Female,43,24,30,35,25,Rising prices of common goods,Environmental Hassles,3
19,Female,43,24,30,35,25,Concerns about accidents,Environmental Hassles,5
19,Female,43,24,30,35,25,Yardwork or outside home maintenance,Family Hassles,1
19,Female,43,24,30,35,25,Overloaded with family responsibilities,Family Hassles,3
19,Female,43,24,30,35,25,Home maintenance (inside),Family Hassles,2
19,Female,43,24,30,35,25,Concerns about medical treatment,Health Hassles,1
19,Female,43,24,30,35,25,Physical illness,Health Hassles,3
19,Female,43,24,30,35,25,Side effects of medication,Health Hassles,2
19,Female,43,24,30,35,25,Concerns about health in general,Health Hassles,5
19,Female,43,24,30,35,25,Concerns about bodily functions,Health Hassles,5
19,Female,43,24,30,35,25,Dissatisfaction with academic performance,Academic Hassles,5
19,Female,43,24,30,35,25,Challenges with instructors,Academic Hassles,5
19,Female,43,24,30,35,25,Discontent with current academic responsibilities,Academic Hassles,5
19,Female,43,24,30,35,25,Concerns regarding academic transitions,Academic Hassles,5
19,Female,43,24,30,35,25,Difficulties with peers or classmates,Academic Hassles,2
19,Female,43,24,30,35,25,Challenges in managing group projects,Academic Hassles,2
19,Female,43,24,30,35,25,Getting late to class,Academic Hassles,1
19,Female,44,29,20,31,24,Misplacing or losing things,General Hassles,4
19,Female,44,29,20,31,24,Silly practical mistakes,General Hassles,3
19,Female,44,29,20,31,24,Trouble with pets,General Hassles,1
19,Female,44,29,20,31,24,Difficulties with friends,General Hassles,3
19,Female,44,29,20,31,24,Regrets over past decision/s,Inner Concerns,5
19,Female,44,29,20,31,24,Concerned about the meaning of life,Inner Concerns,5
19,Female,44,29,20,31,24,Being lonely,Inner Concerns,4
19,Female,44,29,20,31,24,Inability to express oneself,Inner Concerns,2
19,Female,44,29,20,31,24,Fear of rejection,Inner Concerns,5
19,Female,44,29,20,31,24,Trouble making decisions,Inner Concerns,3
19,Female,44,29,20,31,24,Physical appearance,Inner Concerns,3
19,Female,44,29,20,31,24,Not seeing people,Inner Concerns,3
19,Female,44,29,20,31,24,Troubling thoughts about one’s future,Inner Concerns,4
19,Female,44,29,20,31,24,Not enough personal energy,Inner Concerns,2
19,Female,44,29,20,31,24,Concerns about getting ahead,Inner Concerns,4
19,Female,44,29,20,31,24,Fear of confrontation,Inner Concerns,5
19,Female,44,29,20,31,24,Wasting time,Inner Concerns,5
19,Female,44,29,20,31,24,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",Financial Concerns,1
19,Female,44,29,20,31,24,Not enough money for wants (entertainment and recreation),Financial Concerns,1
19,Female,44,29,20,31,24,Concerns about owing money,Financial Concerns,1
19,Female,44,29,20,31,24,Concerns about money for emergencies,Financial Concerns,1
19,Female,44,29,20,31,24,Financial security,Financial Concerns,1
19,Female,44,29,20,31,24,Not enough time to do things one needs to,Time Pressures,4
19,Female,44,29,20,31,24,Too many responsibilities,Time Pressures,4
19,Female,44,29,20,31,24,Not getting enough rest,Time Pressures,5
19,Female,44,29,20,31,24,Too many interruptions,Time Pressures,3
19,Female,44,29,20,31,24,Not enough time for entertainment and recreation,Time Pressures,3
19,Female,44,29,20,31,24,Too many meetings,Time Pressures,4
19,Female,44,29,20,31,24,Social obligations,Time Pressures,5
19,Female,44,29,20,31,24,Concerns about meeting high standards,Time Pressures,5
19,Female,44,29,20,31,24,Noise,Time Pressures,5
19,Female,44,29,20,31,24,Pollution,Environmental Hassles,5
19,Female,44,29,20,31,24,Crime,Environmental Hassles,2
19,Female,44,29,20,31,24,Traffic,Environmental Hassles,3
19,Female,44,29,20,31,24,Concerns about news events,Environmental Hassles,2
19,Female,44,29,20,31,24,Rising prices of common goods,Environmental Hassles,3
19,Female,44,29,20,31,24,Concerns about accidents,Environmental Hassles,3
19,Female,44,29,20,31,24,Yardwork or outside home maintenance,Family Hassles,1
19,Female,44,29,20,31,24,Overloaded with family responsibilities,Family Hassles,1
19,Female,44,29,20,31,24,Home maintenance (inside),Family Hassles,1
19,Female,44,29,20,31,24,Concerns about medical treatment,Health Hassles,1
19,Female,44,29,20,31,24,Physical illness,Health Hassles,1
19,Female,44,29,20,31,24,Side effects of medication,Health Hassles,1
19,Female,44,29,20,31,24,Concerns about health in general,Health Hassles,4
19,Female,44,29,20,31,24,Concerns about bodily functions,Health Hassles,3
19,Female,44,29,20,31,24,Dissatisfaction with academic performance,Academic Hassles,5
19,Female,44,29,20,31,24,Challenges with instructors,Academic Hassles,5
19,Female,44,29,20,31,24,Discontent with current academic responsibilities,Academic Hassles,5
19,Female,44,29,20,31,24,Concerns regarding academic transitions,Academic Hassles,5
19,Female,44,29,20,31,24,Difficulties with peers or classmates,Academic Hassles,3
19,Female,44,29,20,31,24,Challenges in managing group projects,Academic Hassles,3
19,Female,44,29,20,31,24,Getting late to class,Academic Hassles,4
19,Female,33,24,16,35,28,Misplacing or losing things,General Hassles,3
19,Female,33,24,16,35,28,Silly practical mistakes,General Hassles,3
19,Female,33,24,16,35,28,Trouble with pets,General Hassles,1
19,Female,33,24,16,35,28,Difficulties with friends,General Hassles,1
19,Female,33,24,16,35,28,Regrets over past decision/s,Inner Concerns,3
19,Female,33,24,16,35,28,Concerned about the meaning of life,Inner Concerns,2
19,Female,33,24,16,35,28,Being lonely,Inner Concerns,2
19,Female,33,24,16,35,28,Inability to express oneself,Inner Concerns,3
19,Female,33,24,16,35,28,Fear of rejection,Inner Concerns,3
19,Female,33,24,16,35,28,Trouble making decisions,Inner Concerns,4
19,Female,33,24,16,35,28,Physical appearance,Inner Concerns,4
19,Female,33,24,16,35,28,Not seeing people,Inner Concerns,1
19,Female,33,24,16,35,28,Troubling thoughts about one’s future,Inner Concerns,3
19,Female,33,24,16,35,28,Not enough personal energy,Inner Concerns,2
19,Female,33,24,16,35,28,Concerns about getting ahead,Inner Concerns,3
19,Female,33,24,16,35,28,Fear of confrontation,Inner Concerns,3
19,Female,33,24,16,35,28,Wasting time,Inner Concerns,1
19,Female,33,24,16,35,28,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",Financial Concerns,1
19,Female,33,24,16,35,28,Not enough money for wants (entertainment and recreation),Financial Concerns,1
19,Female,33,24,16,35,28,Concerns about owing money,Financial Concerns,3
19,Female,33,24,16,35,28,Concerns about money for emergencies,Financial Concerns,1
19,Female,33,24,16,35,28,Financial security,Financial Concerns,1
19,Female,33,24,16,35,28,Not enough time to do things one needs to,Time Pressures,1
19,Female,33,24,16,35,28,Too many responsibilities,Time Pressures,2
19,Female,33,24,16,35,28,Not getting enough rest,Time Pressures,2
19,Female,33,24,16,35,28,Too many interruptions,Time Pressures,3
19,Female,33,24,16,35,28,Not enough time for entertainment and recreation,Time Pressures,1
19,Female,33,24,16,35,28,Too many meetings,Time Pressures,2
19,Female,33,24,16,35,28,Social obligations,Time Pressures,1
19,Female,33,24,16,35,28,Concerns about meeting high standards,Time Pressures,2
19,Female,33,24,16,35,28,Noise,Time Pressures,2
19,Female,33,24,16,35,28,Pollution,Environmental Hassles,2
19,Female,33,24,16,35,28,Crime,Environmental Hassles,3
19,Female,33,24,16,35,28,Traffic,Environmental Hassles,2
19,Female,33,24,16,35,28,Concerns about news events,Environmental Hassles,2
19,Female,33,24,16,35,28,Rising prices of common goods,Environmental Hassles,4
19,Female,33,24,16,35,28,Concerns about accidents,Environmental Hassles,4
19,Female,33,24,16,35,28,Yardwork or outside home maintenance,Family Hassles,2
19,Female,33,24,16,35,28,Overloaded with family responsibilities,Family Hassles,2
19,Female,33,24,16,35,28,Home maintenance (inside),Family Hassles,2
19,Female,33,24,16,35,28,Concerns about medical treatment,Health Hassles,2
19,Female,33,24,16,35,28,Physical illness,Health Hassles,3
19,Female,33,24,16,35,28,Side effects of medication,Health Hassles,2
19,Female,33,24,16,35,28,Concerns about health in general,Health Hassles,4
19,Female,33,24,16,35,28,Concerns about bodily functions,Health Hassles,2
19,Female,33,24,16,35,28,Dissatisfaction with academic performance,Academic Hassles,2
19,Female,33,24,16,35,28,Challenges with instructors,Academic Hassles,2
19,Female,33,24,16,35,28,Discontent with current academic responsibilities,Academic Hassles,3
19,Female,33,24,16,35,28,Concerns regarding academic transitions,Academic Hassles,2
19,Female,33,24,16,35,28,Difficulties with peers or classmates,Academic Hassles,1
19,Female,33,24,16,35,28,Challenges in managing group projects,Academic Hassles,1
19,Female,33,24,16,35,28,Getting late to class,Academic Hassles,1
19,Female,40,39,28,30,17,Misplacing or losing things,General Hassles,2
19,Female,40,39,28,30,17,Silly practical mistakes,General Hassles,2
19,Female,40,39,28,30,17,Trouble with pets,General Hassles,1
19,Female,40,39,28,30,17,Difficulties with friends,General Hassles,1
19,Female,40,39,28,30,17,Regrets over past decision/s,Inner Concerns,2
19,Female,40,39,28,30,17,Concerned about the meaning of life,Inner Concerns,2
19,Female,40,39,28,30,17,Being lonely,Inner Concerns,1
19,Female,40,39,28,30,17,Inability to express oneself,Inner Concerns,1
19,Female,40,39,28,30,17,Fear of rejection,Inner Concerns,2
19,Female,40,39,28,30,17,Trouble making decisions,Inner Concerns,1
19,Female,40,39,28,30,17,Physical appearance,Inner Concerns,2
19,Female,40,39,28,30,17,Not seeing people,Inner Concerns,1
19,Female,40,39,28,30,17,Troubling thoughts about one’s future,Inner Concerns,3
19,Female,40,39,28,30,17,Not enough personal energy,Inner Concerns,2
19,Female,40,39,28,30,17,Concerns about getting ahead,Inner Concerns,1
19,Female,40,39,28,30,17,Fear of confrontation,Inner Concerns,1
19,Female,40,39,28,30,17,Wasting time,Inner Concerns,3
19,Female,40,39,28,30,17,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",Financial Concerns,2
19,Female,40,39,28,30,17,Not enough money for wants (entertainment and recreation),Financial Concerns,2
19,Female,40,39,28,30,17,Concerns about owing money,Financial Concerns,1
19,Female,40,39,28,30,17,Concerns about money for emergencies,Financial Concerns,1
19,Female,40,39,28,30,17,Financial security,Financial Concerns,2
19,Female,40,39,28,30,17,Not enough time to do things one needs to,Time Pressures,3
19,Female,40,39,28,30,17,Too many responsibilities,Time Pressures,2
19,Female,40,39,28,30,17,Not getting enough rest,Time Pressures,3
19,Female,40,39,28,30,17,Too many interruptions,Time Pressures,2
19,Female,40,39,28,30,17,Not enough time for entertainment and recreation,Time Pressures,2
19,Female,40,39,28,30,17,Too many meetings,Time Pressures,3
19,Female,40,39,28,30,17,Social obligations,Time Pressures,1
19,Female,40,39,28,30,17,Concerns about meeting high standards,Time Pressures,2
19,Female,40,39,28,30,17,Noise,Time Pressures,2
19,Female,40,39,28,30,17,Pollution,Environmental Hassles,3
19,Female,40,39,28,30,17,Crime,Environmental Hassles,3
19,Female,40,39,28,30,17,Traffic,Environmental Hassles,3
19,Female,40,39,28,30,17,Concerns about news events,Environmental Hassles,2
19,Female,40,39,28,30,17,Rising prices of common goods,Environmental Hassles,2
19,Female,40,39,28,30,17,Concerns about accidents,Environmental Hassles,2
19,Female,40,39,28,30,17,Yardwork or outside home maintenance,Family Hassles,2
19,Female,40,39,28,30,17,Overloaded with family responsibilities,Family Hassles,2
19,Female,40,39,28,30,17,Home maintenance (inside),Family Hassles,2
19,Female,40,39,28,30,17,Concerns about medical treatment,Health Hassles,1
19,Female,40,39,28,30,17,Physical illness,Health Hassles,1
19,Female,40,39,28,30,17,Side effects of medication,Health Hassles,1
19,Female,40,39,28,30,17,Concerns about health in general,Health Hassles,1
19,Female,40,39,28,30,17,Concerns about bodily functions,Health Hassles,2
19,Female,40,39,28,30,17,Dissatisfaction with academic performance,Academic Hassles,2
19,Female,40,39,28,30,17,Challenges with instructors,Academic Hassles,3
19,Female,40,39,28,30,17,Discontent with current academic responsibilities,Academic Hassles,2
19,Female,40,39,28,30,17,Concerns regarding academic transitions,Academic Hassles,2
19,Female,40,39,28,30,17,Difficulties with peers or classmates,Academic Hassles,2
19,Female,40,39,28,30,17,Challenges in managing group projects,Academic Hassles,1
19,Female,40,39,28,30,17,Getting late to class,Academic Hassles,1
19,Female,36,23,32,25,26,Misplacing or losing things,General Hassles,4
19,Female,36,23,32,25,26,Silly practical mistakes,General Hassles,4
19,Female,36,23,32,25,26,Trouble with pets,General Hassles,2
19,Female,36,23,32,25,26,Difficulties with friends,General Hassles,2
19,Female,36,23,32,25,26,Regrets over past decision/s,Inner Concerns,4
19,Female,36,23,32,25,26,Concerned about the meaning of life,Inner Concerns,3
19,Female,36,23,32,25,26,Being lonely,Inner Concerns,3
19,Female,36,23,32,25,26,Inability to express oneself,Inner Concerns,3
19,Female,36,23,32,25,26,Fear of rejection,Inner Concerns,4
19,Female,36,23,32,25,26,Trouble making decisions,Inner Concerns,4
19,Female,36,23,32,25,26,Physical appearance,Inner Concerns,4
19,Female,36,23,32,25,26,Not seeing people,Inner Concerns,3
